subj_name = 02463d548, labels = 3
subj_name = 04408d366, labels = 0
subj_name = 04408d368, labels = 2
subj_name = 04408d370, labels = 0
subj_name = 04408d372, labels = 0
subj_name = 04408d374, labels = 0
-------------------------------------------
subj_name = 04409d137, labels = 0
subj_name = 04409d139, labels = 1
subj_name = 04409d165, labels = 0
-------------------------------------------
subj_name = 04410d180, labels = 3
subj_name = 04410d184, labels = 3
-------------------------------------------
subj_name = 04411d190, labels = 2
subj_name = 04411d192, labels = 3
subj_name = 04411d194, labels = 3
-------------------------------------------
subj_name = 04412d107, labels = 3
-------------------------------------------
subj_name = 04418d285, labels = 0
subj_name = 04418d287, labels = 0
subj_name = 04418d289, labels = 2
subj_name = 04418d291, labels = 0
subj_name = 04418d293, labels = 0
subj_name = 04418d295, labels = 2
subj_name = 04418d297, labels = 0
subj_name = 04418d299, labels = 0
subj_name = 04418d301, labels = 0
subj_name = 04418d386, labels = 0
subj_name = 04418d388, labels = 2
subj_name = 04418d390, labels = 0
subj_name = 04418d392, labels = 2
subj_name = 04418d394, labels = 2
subj_name = 04418d396, labels = 0
subj_name = 04418d398, labels = 0
subj_name = 04418d400, labels = 2
-------------------------------------------
subj_name = 04419d250, labels = 0
subj_name = 04419d252, labels = 0
subj_name = 04419d254, labels = 0
subj_name = 04419d256, labels = 0
subj_name = 04419d258, labels = 4
subj_name = 04419d260, labels = 2
subj_name = 04419d262, labels = 2
subj_name = 04419d318, labels = 0
subj_name = 04419d320, labels = 0
subj_name = 04419d322, labels = 0
subj_name = 04419d324, labels = 0
subj_name = 04419d326, labels = 1
subj_name = 04419d328, labels = 0
subj_name = 04419d330, labels = 0
-------------------------------------------
subj_name = 04422d238, labels = 0
subj_name = 04422d240, labels = 1
subj_name = 04422d242, labels = 0
subj_name = 04422d244, labels = 1
-------------------------------------------
subj_name = 04423d188, labels = 2
subj_name = 04423d190, labels = 2
subj_name = 04423d192, labels = 2
subj_name = 04423d194, labels = 2
subj_name = 04423d196, labels = 2
subj_name = 04423d198, labels = 0
subj_name = 04423d272, labels = 0
subj_name = 04423d274, labels = 0
subj_name = 04423d276, labels = 0
subj_name = 04423d278, labels = 2
-------------------------------------------
subj_name = 04424d219, labels = 0
subj_name = 04424d221, labels = 0
subj_name = 04424d223, labels = 0
subj_name = 04424d225, labels = 0
subj_name = 04424d227, labels = 0
subj_name = 04424d229, labels = 0
subj_name = 04424d231, labels = 0
subj_name = 04424d233, labels = 0
-------------------------------------------
subj_name = 04427d264, labels = 0
subj_name = 04427d266, labels = 1
subj_name = 04427d268, labels = 0
subj_name = 04427d270, labels = 0
subj_name = 04427d272, labels = 0
subj_name = 04427d274, labels = 0
subj_name = 04427d276, labels = 0
subj_name = 04427d278, labels = 0
subj_name = 04427d280, labels = 0
subj_name = 04427d362, labels = 0
subj_name = 04427d364, labels = 0
subj_name = 04427d366, labels = 0
subj_name = 04427d368, labels = 0
subj_name = 04427d372, labels = 1
subj_name = 04427d374, labels = 0
subj_name = 04427d376, labels = 0
subj_name = 04427d378, labels = 0
subj_name = 04427d380, labels = 0
-------------------------------------------
subj_name = 04428d241, labels = 1
subj_name = 04428d243, labels = 1
subj_name = 04428d245, labels = 1
subj_name = 04428d247, labels = 0
-------------------------------------------
subj_name = 04429d331, labels = 4
subj_name = 04429d333, labels = 1
subj_name = 04429d335, labels = 1
subj_name = 04429d339, labels = 0
subj_name = 04429d341, labels = 1
subj_name = 04429d343, labels = 0
subj_name = 04429d345, labels = 1
subj_name = 04429d347, labels = 1
subj_name = 04429d443, labels = 1
subj_name = 04429d445, labels = 1
subj_name = 04429d447, labels = 1
subj_name = 04429d449, labels = 4
subj_name = 04429d451, labels = 1
subj_name = 04429d453, labels = 1
subj_name = 04429d455, labels = 1
subj_name = 04429d457, labels = 1
subj_name = 04429d459, labels = 1
subj_name = 04429d461, labels = 1
-------------------------------------------
subj_name = 04430d271, labels = 0
subj_name = 04430d273, labels = 1
subj_name = 04430d275, labels = 0
subj_name = 04430d277, labels = 0
subj_name = 04430d279, labels = 0
subj_name = 04430d281, labels = 1
subj_name = 04430d367, labels = 0
subj_name = 04430d369, labels = 0
subj_name = 04430d371, labels = 0
subj_name = 04430d373, labels = 2
subj_name = 04430d375, labels = 0
subj_name = 04430d377, labels = 1
subj_name = 04430d379, labels = 1
subj_name = 04430d381, labels = 0
subj_name = 04430d383, labels = 1
subj_name = 04430d385, labels = 0
-------------------------------------------
subj_name = 04433d180, labels = 3
subj_name = 04433d182, labels = 3
subj_name = 04433d184, labels = 3
subj_name = 04433d186, labels = 3
-------------------------------------------
subj_name = 04434d152, labels = 2
subj_name = 04434d154, labels = 2
subj_name = 04434d156, labels = 2
subj_name = 04434d189, labels = 2
subj_name = 04434d191, labels = 0
-------------------------------------------
subj_name = 04435d338, labels = 1
subj_name = 04435d340, labels = 1
subj_name = 04435d342, labels = 1
subj_name = 04435d344, labels = 1
subj_name = 04435d346, labels = 1
subj_name = 04435d348, labels = 0
subj_name = 04435d350, labels = 0
subj_name = 04435d352, labels = 1
subj_name = 04435d354, labels = 1
subj_name = 04435d372, labels = 1
subj_name = 04435d374, labels = 1
-------------------------------------------
subj_name = 04436d308, labels = 0
subj_name = 04436d310, labels = 1
subj_name = 04436d312, labels = 1
subj_name = 04436d314, labels = 1
subj_name = 04436d316, labels = 0
subj_name = 04436d318, labels = 1
subj_name = 04436d360, labels = 0
subj_name = 04436d362, labels = 1
subj_name = 04436d364, labels = 1
subj_name = 04436d366, labels = 0
subj_name = 04436d368, labels = 0
-------------------------------------------
subj_name = 04440d101, labels = 1
subj_name = 04440d121, labels = 1
subj_name = 04440d123, labels = 0
subj_name = 04440d125, labels = 0
subj_name = 04440d91 , labels = 0
subj_name = 04440d93 , labels = 0
subj_name = 04440d95 , labels = 2
subj_name = 04440d97 , labels = 2
subj_name = 04440d99 , labels = 0
-------------------------------------------
subj_name = 04444d206, labels = 0
subj_name = 04444d208, labels = 2
subj_name = 04444d210, labels = 2
subj_name = 04444d212, labels = 2
subj_name = 04444d214, labels = 0
subj_name = 04444d240, labels = 0
subj_name = 04444d242, labels = 2
subj_name = 04444d244, labels = 0
subj_name = 04444d246, labels = 0
-------------------------------------------
subj_name = 04446d269, labels = 0
subj_name = 04446d271, labels = 0
subj_name = 04446d273, labels = 0
subj_name = 04446d275, labels = 1
subj_name = 04446d277, labels = 0
subj_name = 04446d279, labels = 0
subj_name = 04446d281, labels = 0
subj_name = 04446d365, labels = 0
subj_name = 04446d367, labels = 0
subj_name = 04446d369, labels = 0
subj_name = 04446d371, labels = 0
subj_name = 04446d373, labels = 0
subj_name = 04446d377, labels = 1
subj_name = 04446d379, labels = 0
subj_name = 04446d381, labels = 0
subj_name = 04446d383, labels = 0
subj_name = 04446d385, labels = 0
subj_name = 04446d387, labels = 0
-------------------------------------------
subj_name = 04447d125, labels = 2
subj_name = 04447d127, labels = 3
subj_name = 04447d129, labels = 3
subj_name = 04447d131, labels = 2
subj_name = 04447d133, labels = 3
subj_name = 04447d135, labels = 3
subj_name = 04447d137, labels = 3
subj_name = 04447d157, labels = 3
subj_name = 04447d159, labels = 0
-------------------------------------------
subj_name = 04449d171, labels = 3
subj_name = 04449d173, labels = 3
subj_name = 04449d175, labels = 3
subj_name = 04449d177, labels = 3
subj_name = 04449d245, labels = 3
subj_name = 04449d247, labels = 3
subj_name = 04449d249, labels = 3
subj_name = 04449d251, labels = 3
subj_name = 04449d253, labels = 3
subj_name = 04449d255, labels = 3
subj_name = 04449d257, labels = 3
subj_name = 04449d259, labels = 3
subj_name = 04449d261, labels = 3
subj_name = 04449d263, labels = 3
-------------------------------------------
subj_name = 04451d243, labels = 1
subj_name = 04451d245, labels = 1
subj_name = 04451d247, labels = 1
subj_name = 04451d249, labels = 0
subj_name = 04451d251, labels = 0
subj_name = 04451d253, labels = 0
subj_name = 04451d255, labels = 1
subj_name = 04451d311, labels = 1
subj_name = 04451d313, labels = 0
subj_name = 04451d315, labels = 1
subj_name = 04451d317, labels = 0
subj_name = 04451d319, labels = 0
subj_name = 04451d321, labels = 0
-------------------------------------------
subj_name = 04453d285, labels = 1
subj_name = 04453d287, labels = 0
subj_name = 04453d291, labels = 0
subj_name = 04453d293, labels = 1
subj_name = 04453d295, labels = 0
subj_name = 04453d297, labels = 1
subj_name = 04453d357, labels = 1
subj_name = 04453d359, labels = 1
subj_name = 04453d361, labels = 0
subj_name = 04453d363, labels = 1
subj_name = 04453d365, labels = 0
subj_name = 04453d367, labels = 0
-------------------------------------------
subj_name = 04456d267, labels = 2
subj_name = 04456d269, labels = 2
subj_name = 04456d271, labels = 0
subj_name = 04456d273, labels = 2
subj_name = 04456d275, labels = 2
subj_name = 04456d277, labels = 2
subj_name = 04456d279, labels = 0
subj_name = 04456d281, labels = 2
subj_name = 04456d283, labels = 0
subj_name = 04456d349, labels = 0
subj_name = 04456d351, labels = 2
subj_name = 04456d353, labels = 3
subj_name = 04456d357, labels = 0
-------------------------------------------
subj_name = 04459d74 , labels = 2
-------------------------------------------
subj_name = 04460d260, labels = 3
subj_name = 04460d262, labels = 3
subj_name = 04460d264, labels = 2
subj_name = 04460d266, labels = 0
subj_name = 04460d326, labels = 2
subj_name = 04460d328, labels = 2
subj_name = 04460d332, labels = 3
subj_name = 04460d334, labels = 0
subj_name = 04460d336, labels = 2
subj_name = 04460d338, labels = 2
-------------------------------------------
subj_name = 04461d291, labels = 2
subj_name = 04461d293, labels = 2
subj_name = 04461d295, labels = 0
subj_name = 04461d297, labels = 0
subj_name = 04461d299, labels = 3
subj_name = 04461d301, labels = 2
subj_name = 04461d303, labels = 2
subj_name = 04461d305, labels = 2
subj_name = 04461d307, labels = 2
subj_name = 04461d403, labels = 0
subj_name = 04461d405, labels = 2
subj_name = 04461d407, labels = 2
subj_name = 04461d409, labels = 0
subj_name = 04461d411, labels = 2
subj_name = 04461d413, labels = 2
subj_name = 04461d415, labels = 1
subj_name = 04461d417, labels = 2
subj_name = 04461d419, labels = 0
subj_name = 04461d421, labels = 0
subj_name = 04461d423, labels = 0
-------------------------------------------
subj_name = 04463d201, labels = 2
subj_name = 04463d203, labels = 2
subj_name = 04463d205, labels = 2
subj_name = 04463d207, labels = 2
subj_name = 04463d255, labels = 3
subj_name = 04463d257, labels = 2
subj_name = 04463d259, labels = 2
subj_name = 04463d261, labels = 2
-------------------------------------------
subj_name = 04470d289, labels = 4
subj_name = 04470d291, labels = 0
subj_name = 04470d293, labels = 4
subj_name = 04470d295, labels = 4
subj_name = 04470d297, labels = 4
subj_name = 04470d299, labels = 4
subj_name = 04470d301, labels = 4
subj_name = 04470d303, labels = 4
subj_name = 04470d305, labels = 4
subj_name = 04470d397, labels = 4
subj_name = 04470d399, labels = 2
subj_name = 04470d401, labels = 0
subj_name = 04470d403, labels = 4
subj_name = 04470d405, labels = 0
subj_name = 04470d407, labels = 4
subj_name = 04470d409, labels = 4
subj_name = 04470d413, labels = 4
subj_name = 04470d415, labels = 4
subj_name = 04470d417, labels = 4
subj_name = 04470d419, labels = 4
-------------------------------------------
subj_name = 04471d263, labels = 3
subj_name = 04471d265, labels = 3
subj_name = 04471d267, labels = 3
subj_name = 04471d269, labels = 3
subj_name = 04471d271, labels = 3
subj_name = 04471d273, labels = 3
subj_name = 04471d285, labels = 3
-------------------------------------------
subj_name = 04472d220, labels = 3
subj_name = 04472d222, labels = 2
subj_name = 04472d224, labels = 3
subj_name = 04472d226, labels = 3
subj_name = 04472d228, labels = 3
subj_name = 04472d230, labels = 3
subj_name = 04472d232, labels = 2
subj_name = 04472d314, labels = 3
subj_name = 04472d316, labels = 2
subj_name = 04472d318, labels = 3
subj_name = 04472d320, labels = 3
subj_name = 04472d324, labels = 0
subj_name = 04472d326, labels = 3
subj_name = 04472d328, labels = 3
subj_name = 04472d330, labels = 3
subj_name = 04472d332, labels = 2
subj_name = 04472d334, labels = 2
-------------------------------------------
subj_name = 04473d183, labels = 2
subj_name = 04473d185, labels = 2
subj_name = 04473d187, labels = 2
subj_name = 04473d189, labels = 2
subj_name = 04473d191, labels = 2
subj_name = 04473d193, labels = 3
subj_name = 04473d195, labels = 3
subj_name = 04473d197, labels = 2
subj_name = 04473d199, labels = 2
subj_name = 04473d241, labels = 3
subj_name = 04473d243, labels = 3
subj_name = 04473d245, labels = 2
subj_name = 04473d247, labels = 2
-------------------------------------------
subj_name = 04475d114, labels = 3
subj_name = 04475d118, labels = 2
subj_name = 04475d120, labels = 2
subj_name = 04475d124, labels = 0
subj_name = 04475d126, labels = 2
subj_name = 04475d128, labels = 3
subj_name = 04475d130, labels = 3
-------------------------------------------
subj_name = 04476d118, labels = 1
subj_name = 04476d120, labels = 1
subj_name = 04476d122, labels = 1
subj_name = 04476d124, labels = 0
subj_name = 04476d126, labels = 0
subj_name = 04476d128, labels = 1
subj_name = 04476d212, labels = 1
subj_name = 04476d214, labels = 1
subj_name = 04476d216, labels = 0
subj_name = 04476d218, labels = 4
subj_name = 04476d220, labels = 0
subj_name = 04476d222, labels = 0
subj_name = 04476d224, labels = 1
subj_name = 04476d226, labels = 0
subj_name = 04476d228, labels = 1
subj_name = 04476d230, labels = 0
-------------------------------------------
subj_name = 04477d103, labels = 3
subj_name = 04477d105, labels = 3
subj_name = 04477d107, labels = 3
subj_name = 04477d109, labels = 3
subj_name = 04477d111, labels = 3
subj_name = 04477d113, labels = 3
subj_name = 04477d115, labels = 3
subj_name = 04477d117, labels = 3
subj_name = 04477d159, labels = 3
subj_name = 04477d161, labels = 2
-------------------------------------------
subj_name = 04479d222, labels = 2
subj_name = 04479d224, labels = 3
subj_name = 04479d226, labels = 2
subj_name = 04479d262, labels = 3
subj_name = 04479d264, labels = 3
subj_name = 04479d266, labels = 2
-------------------------------------------
subj_name = 04481d287, labels = 2
subj_name = 04481d289, labels = 2
subj_name = 04481d291, labels = 2
subj_name = 04481d293, labels = 2
subj_name = 04481d295, labels = 3
subj_name = 04481d297, labels = 2
subj_name = 04481d299, labels = 3
subj_name = 04481d301, labels = 3
subj_name = 04481d395, labels = 2
subj_name = 04481d397, labels = 2
subj_name = 04481d399, labels = 2
subj_name = 04481d401, labels = 3
subj_name = 04481d405, labels = 2
subj_name = 04481d407, labels = 2
subj_name = 04481d409, labels = 2
subj_name = 04481d411, labels = 2
subj_name = 04481d413, labels = 3
-------------------------------------------
subj_name = 04482d304, labels = 2
subj_name = 04482d306, labels = 2
subj_name = 04482d308, labels = 2
subj_name = 04482d310, labels = 2
subj_name = 04482d312, labels = 2
subj_name = 04482d314, labels = 2
subj_name = 04482d316, labels = 2
subj_name = 04482d406, labels = 2
subj_name = 04482d408, labels = 2
subj_name = 04482d410, labels = 2
subj_name = 04482d412, labels = 2
subj_name = 04482d414, labels = 2
subj_name = 04482d416, labels = 2
subj_name = 04482d418, labels = 2
subj_name = 04482d420, labels = 2
subj_name = 04482d422, labels = 2
subj_name = 04482d424, labels = 2
-------------------------------------------
subj_name = 04484d185, labels = 3
subj_name = 04484d187, labels = 2
subj_name = 04484d189, labels = 3
subj_name = 04484d191, labels = 2
subj_name = 04484d193, labels = 3
-------------------------------------------
subj_name = 04485d282, labels = 0
subj_name = 04485d284, labels = 0
subj_name = 04485d286, labels = 2
subj_name = 04485d288, labels = 2
subj_name = 04485d290, labels = 2
subj_name = 04485d292, labels = 3
subj_name = 04485d294, labels = 3
subj_name = 04485d296, labels = 3
subj_name = 04485d298, labels = 2
subj_name = 04485d394, labels = 0
subj_name = 04485d396, labels = 2
subj_name = 04485d398, labels = 2
subj_name = 04485d400, labels = 2
subj_name = 04485d402, labels = 2
subj_name = 04485d404, labels = 2
subj_name = 04485d406, labels = 0
subj_name = 04485d408, labels = 2
subj_name = 04485d410, labels = 2
subj_name = 04485d412, labels = 3
subj_name = 04485d414, labels = 2
-------------------------------------------
subj_name = 04488d280, labels = 0
subj_name = 04488d282, labels = 0
subj_name = 04488d284, labels = 0
subj_name = 04488d286, labels = 0
subj_name = 04488d288, labels = 0
subj_name = 04488d290, labels = 0
subj_name = 04488d292, labels = 0
subj_name = 04488d384, labels = 0
subj_name = 04488d386, labels = 0
subj_name = 04488d388, labels = 0
subj_name = 04488d390, labels = 0
subj_name = 04488d392, labels = 0
subj_name = 04488d394, labels = 0
subj_name = 04488d396, labels = 1
subj_name = 04488d398, labels = 0
subj_name = 04488d400, labels = 1
subj_name = 04488d402, labels = 0
subj_name = 04488d404, labels = 0
-------------------------------------------
subj_name = 04493d202, labels = 3
subj_name = 04493d204, labels = 3
subj_name = 04493d224, labels = 3
subj_name = 04493d226, labels = 3
subj_name = 04493d228, labels = 3
-------------------------------------------
subj_name = 04495d307, labels = 0
subj_name = 04495d309, labels = 0
subj_name = 04495d311, labels = 0
subj_name = 04495d313, labels = 0
subj_name = 04495d315, labels = 0
subj_name = 04495d317, labels = 2
subj_name = 04495d319, labels = 0
subj_name = 04495d321, labels = 2
subj_name = 04495d323, labels = 0
subj_name = 04495d325, labels = 0
subj_name = 04495d421, labels = 0
subj_name = 04495d423, labels = 0
subj_name = 04495d425, labels = 0
subj_name = 04495d427, labels = 2
subj_name = 04495d429, labels = 0
subj_name = 04495d431, labels = 0
subj_name = 04495d433, labels = 1
subj_name = 04495d435, labels = 0
subj_name = 04495d437, labels = 0
subj_name = 04495d439, labels = 0
subj_name = 04495d441, labels = 0
-------------------------------------------
subj_name = 04496d240, labels = 2
subj_name = 04496d242, labels = 2
subj_name = 04496d244, labels = 2
subj_name = 04496d246, labels = 2
subj_name = 04496d248, labels = 2
subj_name = 04496d250, labels = 2
subj_name = 04496d252, labels = 2
subj_name = 04496d254, labels = 0
subj_name = 04496d288, labels = 2
subj_name = 04496d290, labels = 0
-------------------------------------------
subj_name = 04502d54 , labels = 2
subj_name = 04502d56 , labels = 2
subj_name = 04502d58 , labels = 2
subj_name = 04502d60 , labels = 3
-------------------------------------------
subj_name = 04503d51 , labels = 2
-------------------------------------------
subj_name = 04504d85 , labels = 3
-------------------------------------------
subj_name = 04505d216, labels = 3
subj_name = 04505d218, labels = 2
subj_name = 04505d220, labels = 2
subj_name = 04505d224, labels = 2
subj_name = 04505d226, labels = 2
subj_name = 04505d228, labels = 2
subj_name = 04505d230, labels = 2
subj_name = 04505d232, labels = 2
subj_name = 04505d322, labels = 3
subj_name = 04505d324, labels = 2
subj_name = 04505d326, labels = 2
subj_name = 04505d328, labels = 3
subj_name = 04505d330, labels = 2
subj_name = 04505d332, labels = 3
subj_name = 04505d334, labels = 3
subj_name = 04505d336, labels = 3
-------------------------------------------
subj_name = 04506d194, labels = 3
subj_name = 04506d196, labels = 2
subj_name = 04506d198, labels = 2
subj_name = 04506d200, labels = 3
subj_name = 04506d202, labels = 2
subj_name = 04506d226, labels = 2
subj_name = 04506d228, labels = 3
-------------------------------------------
subj_name = 04507d291, labels = 2
subj_name = 04507d293, labels = 2
subj_name = 04507d295, labels = 2
subj_name = 04507d297, labels = 2
subj_name = 04507d299, labels = 2
subj_name = 04507d301, labels = 2
subj_name = 04507d303, labels = 2
subj_name = 04507d305, labels = 0
subj_name = 04507d307, labels = 2
subj_name = 04507d309, labels = 2
subj_name = 04507d402, labels = 2
subj_name = 04507d404, labels = 2
subj_name = 04507d406, labels = 2
subj_name = 04507d408, labels = 2
subj_name = 04507d410, labels = 2
subj_name = 04507d414, labels = 1
subj_name = 04507d418, labels = 3
subj_name = 04507d422, labels = 2
subj_name = 04507d424, labels = 0
-------------------------------------------
subj_name = 04508d79 , labels = 2
subj_name = 04508d81 , labels = 2
subj_name = 04508d83 , labels = 2
subj_name = 04508d85 , labels = 2
subj_name = 04508d87 , labels = 2
-------------------------------------------
subj_name = 04509d274, labels = 0
subj_name = 04509d276, labels = 0
subj_name = 04509d278, labels = 0
subj_name = 04509d280, labels = 0
subj_name = 04509d282, labels = 0
subj_name = 04509d284, labels = 2
subj_name = 04509d286, labels = 2
subj_name = 04509d288, labels = 0
subj_name = 04509d384, labels = 0
subj_name = 04509d386, labels = 2
subj_name = 04509d388, labels = 0
subj_name = 04509d390, labels = 0
subj_name = 04509d392, labels = 0
subj_name = 04509d394, labels = 0
subj_name = 04509d396, labels = 0
subj_name = 04509d398, labels = 0
subj_name = 04509d400, labels = 0
-------------------------------------------
subj_name = 04511d176, labels = 2
subj_name = 04511d178, labels = 3
subj_name = 04511d240, labels = 2
subj_name = 04511d242, labels = 0
subj_name = 04511d244, labels = 2
subj_name = 04511d246, labels = 3
subj_name = 04511d248, labels = 0
subj_name = 04511d250, labels = 2
-------------------------------------------
subj_name = 04512d320, labels = 3
subj_name = 04512d322, labels = 3
subj_name = 04512d324, labels = 3
subj_name = 04512d326, labels = 3
subj_name = 04512d328, labels = 3
subj_name = 04512d330, labels = 3
subj_name = 04512d332, labels = 3
subj_name = 04512d334, labels = 2
subj_name = 04512d428, labels = 3
subj_name = 04512d430, labels = 3
subj_name = 04512d434, labels = 3
subj_name = 04512d436, labels = 3
subj_name = 04512d438, labels = 2
subj_name = 04512d440, labels = 0
subj_name = 04512d442, labels = 3
subj_name = 04512d444, labels = 3
subj_name = 04512d446, labels = 3
subj_name = 04512d448, labels = 3
subj_name = 04512d450, labels = 3
-------------------------------------------
subj_name = 04513d299, labels = 2
subj_name = 04513d301, labels = 2
subj_name = 04513d303, labels = 3
subj_name = 04513d305, labels = 2
subj_name = 04513d307, labels = 4
subj_name = 04513d309, labels = 2
subj_name = 04513d311, labels = 2
-------------------------------------------
subj_name = 04514d318, labels = 2
subj_name = 04514d320, labels = 2
subj_name = 04514d322, labels = 3
subj_name = 04514d324, labels = 2
subj_name = 04514d326, labels = 2
subj_name = 04514d328, labels = 2
subj_name = 04514d330, labels = 2
subj_name = 04514d332, labels = 3
subj_name = 04514d334, labels = 2
subj_name = 04514d336, labels = 2
subj_name = 04514d432, labels = 2
subj_name = 04514d434, labels = 2
subj_name = 04514d436, labels = 2
subj_name = 04514d438, labels = 2
subj_name = 04514d440, labels = 2
subj_name = 04514d442, labels = 3
subj_name = 04514d444, labels = 0
subj_name = 04514d446, labels = 3
subj_name = 04514d448, labels = 2
subj_name = 04514d450, labels = 2
subj_name = 04514d452, labels = 2
-------------------------------------------
subj_name = 04519d204, labels = 1
subj_name = 04519d206, labels = 0
subj_name = 04519d208, labels = 0
subj_name = 04519d210, labels = 0
subj_name = 04519d212, labels = 1
subj_name = 04519d232, labels = 0
subj_name = 04519d234, labels = 0
subj_name = 04519d236, labels = 2
-------------------------------------------
subj_name = 04529d101, labels = 2
-------------------------------------------
subj_name = 04530d313, labels = 3
subj_name = 04530d315, labels = 2
subj_name = 04530d317, labels = 3
subj_name = 04530d319, labels = 3
subj_name = 04530d321, labels = 2
subj_name = 04530d323, labels = 3
subj_name = 04530d325, labels = 2
subj_name = 04530d327, labels = 3
subj_name = 04530d329, labels = 2
subj_name = 04530d331, labels = 3
subj_name = 04530d425, labels = 2
subj_name = 04530d427, labels = 3
subj_name = 04530d429, labels = 3
subj_name = 04530d431, labels = 3
subj_name = 04530d433, labels = 3
subj_name = 04530d437, labels = 2
subj_name = 04530d439, labels = 3
subj_name = 04530d441, labels = 3
subj_name = 04530d443, labels = 3
subj_name = 04530d445, labels = 3
subj_name = 04530d447, labels = 3
-------------------------------------------
subj_name = 04531d283, labels = 3
subj_name = 04531d285, labels = 3
subj_name = 04531d287, labels = 2
subj_name = 04531d289, labels = 3
subj_name = 04531d291, labels = 3
subj_name = 04531d293, labels = 3
subj_name = 04531d295, labels = 2
subj_name = 04531d297, labels = 3
subj_name = 04531d387, labels = 3
subj_name = 04531d389, labels = 3
subj_name = 04531d391, labels = 3
subj_name = 04531d393, labels = 3
subj_name = 04531d395, labels = 0
subj_name = 04531d397, labels = 3
subj_name = 04531d399, labels = 3
subj_name = 04531d401, labels = 3
